证券代码,证券简称,监管类型,处理事由,涉及对象,处理日期
,,,,,
600806,昆明机床,监管关注,关于对云南省工业投资控股集团有限责任公司予以监管关注的决定,一般股东,2015/4/8
,,,,,
600691,阳煤化工,监管工作函,要求董事会和财务顾问对大股东盈利补偿方式提议的出具专项意见并披露,上市公司、董事、中介机构及其相关人员,2015/4/3
,,,,,
600380,健康元,监管工作函,要求公司加强停复牌管理并尽快向相关股东确认并披露是否进行重大事项,上市公司,2015/4/2
,,,,,
600303,曙光股份,监管关注,关于对辽宁曙光汽车集团股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2015/4/1
,,,,,
600525,长园集团,监管关注,关于对长园集团股份有限公司股东上海复星高科技（集团）有限公司予以监管关注的决定,一般股东,2015/4/1
,,,,,
600894,广日股份,监管工作函,要求公司加强停复牌管理并及时披露筹划重大事项的相关信息,上市公司,2015/3/31
,,,,,
600399,抚顺特钢,监管工作函,要求公司提供内幕信息知情人名单,上市公司,2015/3/31
,,,,,
600599,熊猫烟花,监管工作函,要求公司及时补充披露与公司更名相关的重大信息,上市公司,2015/3/30
,,,,,
601238,广汽集团,监管工作函,要求公司提高信息披露业务办理水平并加强信息披露事务管理,上市公司,2015/3/27
,,,,,
600490,鹏欣资源,监管工作函,要求公司核实非公开发行事项是否构成重大资产重组,上市公司,2015/3/27
,,,,,
600401,海润光伏,监管工作函,要求公司加强停复牌管理,上市公司,2015/3/27
,,,,,
600656,博元投资,监管工作函,要求公司做好被立案稽查后相关信息披露工作并暂停公司的信息直通车公告业务,上市公司,2015/3/27
,,,,,
600490,鹏欣资源,规范运作建议书,要求公司加强停复牌管理,上市公司,2015/3/26
,,,,,
601268,*ST二重,监管工作函,督促公司及全体董监高进一步做好退市工作,上市公司、董事、监事、高级管理人员,2015/3/25
,,,,,
600269,赣粤高速,监管工作函,要求公司说明并披露资金占用相关情况并采取措施尽快消除控股股东非经营性资金占用情形,上市公司,2015/3/19
,,,,,
601727,上海电气,监管关注,关于对上海电气集团股份有限公司董事长黄迪南予以监管关注的决定,董事,2015/3/13
,,,,,
600332,白云山,监管关注,关于对广州白云山医药集团股份有限公司及其控股股东和有关责任人员予以监管关注的决定,上市公司、控股股东及实际控制人、董事、高级管理人员,2015/3/13
,,,,,
600696,多伦股份,监管工作函,要求公司及时披露相关股权转让协议的履行结果,上市公司,2015/3/13
,,,,,
600962,国投中鲁,监管工作函,督促公司尽快确定重大资产重组方案,上市公司,2015/3/12
,,,,,
600247,*ST成城,监管工作函,要求公司尽快核实年报中的虚假记载事项并及时进行更正并披露,上市公司,2015/3/4
,,,,,
601268,*ST二重,监管工作函,要求公司及实际控制人关注要约收购及和投资者合理诉求的舆情,上市公司、控股股东及实际控制人,2015/3/3
,,,,,
601268,*ST二重,监管工作函,要求公司和全体董事及时履行要约收购相关信息披露义务,上市公司、董事,2015/3/3
,,,,,
600234,山水文化,监管关注,关于对山西广和山水文化传播股份有限公司独立董事、董事会秘书及财务顾问主办人予以监管关注的决定,董事、高级管理人员、中介机构及其相关人员,2015/3/2
,,,,,
600234,山水文化,通报批评,关于对山西广和山水文化传播股份有限公司及有关责任人予以通报批评的决定,上市公司、董事,2015/2/26
,,,,,
600189,吉林森工,监管工作函,要求公司加强停复牌管理,上市公司,2015/2/25
,,,,,
600291,西水股份,监管关注,关于对内蒙古西水创业股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2015/2/17
,,,,,
600970,中材国际,监管工作函,要求公司针对未按规定进行异常波动相关事项承诺加强规范运作,上市公司,2015/2/17
,,,,,
600177,雅戈尔,监管关注,关于对雅戈尔集团股份有限公司和有关责任人予以监管关注的决定,上市公司、高级管理人员,2015/2/16
,,,,,
600726,华电能源,监管关注,关于对华电能源股份有限公司和有关责任人予以监管关注的决定,上市公司、高级管理人员,2015/2/16
,,,,,
600749,西藏旅游,监管工作函,要求公司加强停复牌管理并及时披露重组进展及后续计划,上市公司,2015/2/12
,,,,,
600638,新黄浦,监管工作函,要求公司及时披露董事会和监事会决议,上市公司,2015/2/12
,,,,,
600822,上海物贸,监管工作函,要求公司核实并及时披露应更正或补充的重大信息,上市公司,2015/2/11
,,,,,
600610,*ST中毅,监管工作函,要求公司核实并披露相关交易是否构成重大资产重组,上市公司,2015/2/11
,,,,,
600290,华仪电气,监管关注,关于对华仪电气股份有限公司和董事会秘书张传晕予以监管关注的决定,上市公司、高级管理人员,2015/2/10
,,,,,
600671,天目药业,监管工作函,要求公司及相关股东及时履行权益变动相关信息披露义务,上市公司、控股股东及实际控制人,2015/2/6
,,,,,
600291,西水股份,监管工作函,要求公司核实未按规定进行异常波动相关事项承诺的原因,上市公司,2015/2/5
,,,,,
600599,熊猫金控,监管关注,关于对熊猫烟花集团股份有限公司和董事会秘书黄叶璞予以监管关注的决定,上市公司、高级管理人员,2015/2/5
,,,,,
601028,玉龙股份,监管关注,关于对江苏玉龙钢管股份有限公司实际控制人唐维君和唐柯君予以监管关注的决定,控股股东及实际控制人,2015/2/5
,,,,,
601268,*ST二重,监管工作函,要求公司及董事会和监事会对计提减值准备履行必要内部程序并在年报中进行披露,上市公司、董事、监事,2015/2/4
,,,,,
600800,梅花生物,监管关注,关于对梅花生物科技集团股份有限公司和董事会秘书予以监管关注的决定,上市公司、高级管理人员,2015/2/2
,,,,,
600401,海润光伏,监管工作函,要求公司及监事会、独立董事核实并披露2014年度业绩预亏有关事项,上市公司、董事、监事,2015/2/2
,,,,,
600732,上海新梅,监管工作函,要求公司尽快聘任财务审计机构并及时披露,上市公司,2015/2/2
,,,,,
601998,中信银行,监管关注,关于对中信银行股份有限公司予以监管关注的决定,上市公司,2015/1/30
,,,,,
600639,浦东金桥,监管工作函,要求公司及董事会和监事会遵守换届选举有关规定,上市公司、董事、监事,2015/1/30
,,,,,
600141,兴发集团,监管关注,关于对湖北兴发化工集团股份有限公司控股股东宜昌兴发集团有限公司予以监管关注的决定,控股股东及实际控制人（含一致行动人）,2015/1/27
,,,,,
600844,丹化科技,监管关注,关于对丹化化工科技股份有限公司股东董荣亭予以监管关注的决定,一般股东,2015/1/27
,,,,,
601268,*ST二重,监管工作函,要求公司及董监高核实债务重组或资产重组传闻并加强公司信息披露内部管理,上市公司、董事、监事、高级管理人员,2015/1/23
,,,,,
600656,博元投资,监管工作函,要求公司核实会计师被立案稽查的相关情况及其对公司的影响,上市公司,2015/1/21
,,,,,
600747,大连控股,监管工作函,要求公司补充披露收购资产事项并充分提示风险,上市公司,2015/1/16
,,,,,
601766,中国南车,监管工作函,要求公司核实董监高股票交易是否违规并及时澄清说明,上市公司,2015/1/9
,,,,,
601299,中国北车,监管工作函,要求公司核实董监高股票交易是否违规并及时澄清说明,上市公司,2015/1/9
,,,,,
600076,青鸟光华,监管工作函,要求公司核实有关证监会处罚的媒体报道并及时澄清说明,上市公司,2015/1/8
,,,,,
600871,*ST仪化,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
601268,*ST二重,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
601558,*ST锐电,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600228,*ST昌九,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
900951,*ST大化B,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600306,*ST商城,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600178,*ST东安,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600689,*ST三毛,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600381,*ST贤成,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600860,*ST京城,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600247,*ST成城,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600282,*ST南钢,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600550,*ST天威,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600075,*ST新业,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600610,*ST中纺,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600299,*ST新材,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600145,*ST国创,监管工作函,要求公司及时披露业绩预告并充分揭示风险，要求公司董事会审慎评估公司2014年度财务会计报告被出具否定意见或无法表示意见审计报告的可能性,上市公司、董事,2015/1/6
,,,,,
600598,*ST大荒,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600072,*ST钢构,监管工作函,要求公司及时披露业绩预告并充分揭示风险,上市公司,2015/1/6
,,,,,
600800,天津磁卡,通报批评,关于对天津环球磁卡股份有限公司及有关责任人予以纪律处分的决定,董事、监事、高级管理人员,2014/12/23
,,,,,
600800,天津磁卡,公开谴责,关于对天津环球磁卡股份有限公司及有关责任人予以纪律处分的决定,上市公司、董事、高级管理人员,2014/12/23
,,,,,
600671,天目药业,监管关注,关于对杭州天目山药业股份有限公司股东杭州现代联合投资有限公司予以监管关注的决定,一般股东,2014/12/16
,,,,,
600370,三房巷,监管关注,关于对江苏三房巷实业股份有限公司和有关责任人员予以监管关注的决定,上市公司、董事、高级管理人员,2014/12/16
,,,,,
600741,华域汽车,监管关注,关于对华域汽车系统股份有限公司副总经理荀逸中予以监管关注的决定,高级管理人员,2014/12/1
,,,,,
600698,湖南天雁,监管关注,关于对湖南天雁机械股份有限公司董事长连刚予以监管关注的决定,董事,2014/12/1
,,,,,
600966,博汇纸业,通报批评,关于对山东博汇纸业股份有限公司、山东天源热电有限公司、江苏丰源热电有限公司及有关责任人予以纪律处分的决定,董事,2014/12/1
,,,,,
600966,博汇纸业,公开谴责,关于对山东博汇纸业股份有限公司、山东天源热电有限公司、江苏丰源热电有限公司及有关责任人予以纪律处分的决定,上市公司、董事、高级管理人员、其他,2014/12/1
,,,,,
600698/900946,湖南天雁/天雁B股,通报批评,关于对湖南天雁机械股份有限公司及有关责任人予以通报批评的决定,上市公司、高级管理人员,2014/11/27
,,,,,
600599,熊猫金控,监管关注,关于对熊猫烟花集团股份有限公司股东东营国际金融贸易港有限公司予以监管关注的决定,一般股东,2014/11/26
,,,,,
600255,鑫科材料,监管关注,关于对安徽鑫科新材料股份有限公司和董事会秘书庄明福予以监管关注的决定,上市公司、高级管理人员,2014/11/25
,,,,,
600671,天目药业,监管关注,关于对杭州天目山药业股份有限公司和有关责任人员予以监管关注的决定,上市公司、董事、高级管理人员,2014/11/19
,,,,,
600077,宋都股份,监管关注,关于对宋都基业投资股份有限公司股东深圳市平安置业投资有限公司予以监管关注的决定,一般股东,2014/11/19
,,,,,
600129,太极集团,监管关注,关于对重庆太极实业（集团）股份有限公司和董事蔡建军予以监管关注的决定,上市公司、董事、高级管理人员,2014/11/17
,,,,,
600598,北大荒,监管关注,关于对黑龙江北大荒农业股份有限公司董事长刘长友及总经理贺天元予以监管关注的决定,董事、高级管理人员,2014/11/17
,,,,,
601268,*ST二重,监管关注,关于对二重集团（德阳）重型装备股份有限公司董事长杨建辉予以监管关注的决定,董事,2014/11/12
,,,,,
601268,*ST二重,通报批评,关于对二重集团（德阳）重型装备股份有限公司予以通报批评的决定,上市公司,2014/11/10
,,,,,
600382,广东明珠,通报批评,关于对广东明珠集团股份有限公司时任独立董事周灿鸿予以通报批评的决定,董事,2014/11/5
,,,,,
600250,南纺股份,通报批评,关于对南京纺织品进出口股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2014/11/4
,,,,,
600307,酒钢宏兴,通报批评,关于对甘肃酒钢集团宏兴钢铁股份有限公司股东民生加银基金管理有限公司予以通报批评的决定,一般股东,2014/11/4
,,,,,
600234,山水文化,通报批评,关于对山西广和山水文化传播股份有限公司实际控制人黄国忠予以通报批评的决定,控股股东及实际控制人,2014/11/4
,,,,,
600117,西宁特钢,通报批评,关于对西宁特殊钢股份有限公司及有关责任人予以通报批评的决定,上市公司、董事,2014/10/28
,,,,,
600598,北大荒,通报批评,关于对黑龙江北大荒农业股份有限公司及有关责任人予以通报批评的决定,上市公司、高级管理人员,2014/10/28
,,,,,
600656,博元投资,监管关注,关于对珠海市博元投资股份有限公司和董事长余蒂妮等予以监管关注的决定,上市公司、董事、高级管理人员,2014/10/27
,,,,,
600531,豫光金铅,监管关注,关于对河南豫光金铅股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2014/10/24
,,,,,
600671,天目药业,通报批评,关于对杭州天目山药业股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2014/10/17
,,,,,
600189,吉林森工,监管关注,关于对吉林森林工业股份有限公司控股股东中国吉林森林工业集团有限公司予以监管关注的决定,控股股东及实际控制人,2014/10/16
,,,,,
601311,骆驼股份,监管关注,关于对骆驼集团股份有限公司董事路明占予以监管关注的决定,董事,2014/10/9
,,,,,
600275,武昌鱼,监管关注,关于对湖北武昌鱼股份有限公司予以监管关注的决定,上市公司,2014/10/9
,,,,,
600686,金龙汽车,监管关注,关于对厦门金龙汽车集团股份有限公司和董事会秘书唐祝敏、财务总监乔红军予以监管关注的决定,上市公司、高级管理人员,2014/9/26
,,,,,
600818,中路股份,监管关注,关于对中路股份有限公司和董事会秘书袁志坚予以监管关注的决定,上市公司、董事、高级管理人员,2014/9/26
,,,,,
600792,云煤能源,监管关注,关于对云南煤业能源股份有限公司及相关责任人予以监管关注的决定,上市公司、高级管理人员、董事,2014/9/23
,,,,,
600561,江西长运,监管关注,关于对江西长运股份有限公司监事苏月红予以监管关注的决定,监事,2014/9/15
,,,,,
600119,长江投资,监管关注,关于对长发集团长江投资实业股份有限公司股东武汉经济发展投资（集团）有限公司予以监管关注的决定,一般股东,2014/9/1
,,,,,
600158,中体产业,监管关注,关于对中体产业集团股份有限公司控股股东国家体育总局体育基金管理中心予以监管关注的决定,控股股东及实际控制人,2014/9/1
,,,,,
600747,大连控股,监管关注,关于对大连大显控股股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2014/8/15
,,,,,
601928,凤凰传媒,监管关注,关于对江苏凤凰出版传媒股份有限公司和董事长陈海燕、董事会秘书徐云祥予以监管关注的决定,上市公司、董事、高级管理人员,2014/8/15
,,,,,
600599,熊猫金控,监管关注,关于对熊猫烟花集团股份有限公司和董事会秘书黄叶璞予以监管关注的决定,上市公司、高级管理人员,2014/8/15
,,,,,
600146,大元股份,监管关注,关于对宁夏大元化工股份有限公司实际控制人杨军及其一致行动人上海易同科技股份有限公司予以监管关注的决定,控股股东及实际控制人,2014/8/11
,,,,,
600551,时代出版,监管关注,关于对时代出版传媒股份有限公司和董事会秘书刘红予以监管关注的决定,上市公司、高级管理人员,2014/8/11
,,,,,
601003,柳钢股份,监管关注,关于对柳州钢铁股份有限公司和董事会秘书班俊超予以监管关注的决定,上市公司、高级管理人员,2014/8/11
,,,,,
600293,三峡新材,公开认定,关于对湖北三峡新型建材股份有限公司及有关责任人予以公开谴责并公开认定不适合担任上市公司董事、监事和高级管理人员的决定,董事、高级管理人员,2014/8/7
,,,,,
600368,五洲交通,公开谴责,关于对广西五洲交通股份有限公司及有关责任人予以公开谴责的决定,上市公司、董事、高级管理人员,2014/8/7
,,,,,
600368,五洲交通,通报批评,关于对广西五洲交通股份有限公司有关责任人予以通报批评的决定,董事、高级管理人员,2014/8/7
,,,,,
600293,三峡新材,公开谴责,关于对湖北三峡新型建材股份有限公司及有关责任人予以公开谴责并公开认定不适合担任上市公司董事、监事和高级管理人员的决定,上市公司、董事、高级管理人员,2014/8/7
,,,,,
600211,西藏药业,监管关注,关于对西藏诺迪康药业股份有限公司予以监管关注的决定,上市公司,2014/8/7
,,,,,
600293,三峡新材,通报批评,关于对湖北三峡新型建材股份有限公司有关责任人予以通报批评的决定,董事、高级管理人员,2014/8/7
,,,,,
600199,金种子酒,监管关注,关于对安徽金种子酒业股份有限公司和董事会秘书金彪予以监管关注的决定,上市公司、高级管理人员,2014/8/7
,,,,,
600211,西藏药业,通报批评,关于对西藏诺迪康药业股份有限公司原实际控制人斯钦予以通报批评的决定,控股股东及实际控制人,2014/8/6
,,,,,
600751,天津海运,通报批评,关于对天津市海运股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2014/8/6
,,,,,
601169,北京银行,监管关注,关于对北京银行股份有限公司相关责任人予以监管关注的决定,董事、高级管理人员,2014/8/5
,,,,,
600193,创兴资源,通报批评,关于对上海创兴资源开发股份有限公司及有关责任人予以通报批评的决定,上市公司、控股股东及实际控制人、高级管理人员,2014/7/29
,,,,,
600696,匹凸匹,监管关注,关于对上海多伦实业股份有限公司股东华润深国投信托有限公司予以监管关注的决定,一般股东,2014/7/28
,,,,,
601169,北京银行,通报批评,关于对北京银行股份有限公司予以通报批评的决定,上市公司,2014/7/28
,,,,,
601106,中国一重,监管关注,关于对中国第一重型机械股份公司和董事会秘书刘长韧予以监管关注的决定,上市公司、高级管理人员,2014/7/28
,,,,,
600691,*ST阳化,监管关注,关于对阳煤化工股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2014/7/28
,,,,,
600432,吉恩镍业,监管关注,关于对吉林吉恩镍业股份有限公司和董事会秘书王行龙予以监管关注的决定,上市公司、高级管理人员,2014/7/28
,,,,,
600420,现代制药,通报批评,关于对上海现代制药股份有限公司董事冯鸣予以通报批评的决定,董事,2014/7/24
,,,,,
600275,武昌鱼,监管关注,关于对湖北武昌鱼股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、监事、高级管理人员,2014/7/22
,,,,,
600491,龙元建设,监管关注,关于对龙元建设集团股份有限公司和董事会秘书张丽予以监管关注的决定,上市公司、高级管理人员,2014/7/22
,,,,,
900935,阳晨B股,监管关注,关于对上海阳晨投资股份有限公司和董事会秘书仲辉予以监管关注的决定,上市公司、高级管理人员,2014/7/17
,,,,,
600180,瑞茂通,监管关注,关于对瑞茂通供应链管理股份有限公司和相关责任人予以监管关注的决定,上市公司、高级管理人员,2014/7/17
,,,,,
600986,科达股份,监管关注,关于对科达集团股份有限公司和董事会秘书姜志涛予以监管关注的决定,上市公司、高级管理人员,2014/7/17
,,,,,
600116,三峡水利,监管关注,关于对重庆三峡水利电力(集团)股份有限公司股东新华水利控股集团公司及其一致行动人水利部综合事业局和水利部综合开发管理中心予以监管关注的决定,控股股东及实际控制人,2014/7/15
,,,,,
600116,三峡水利,监管关注,关于对重庆三峡水利电力(集团)股份有限公司股东中国核工业建设集团公司予以监管关注的决定,控股股东及实际控制人,2014/7/15
,,,,,
600401,*ST海润,监管关注,关于对海润光伏科技股份有限公司和董事会秘书兼财务总监周宜可予以监管关注的决定,上市公司、高级管理人员,2014/7/15
,,,,,
600511,国药股份,监管关注,关于对国药集团药业股份有限公司董事兼总经理陈长清予以监管关注的决定,董事、高级管理人员,2014/7/15
,,,,,
600086,东方金钰,监管关注,关于对东方金钰股份有限公司和副董事长兼总裁赵宁予以监管关注的决定,上市公司、董事,2014/7/8
,,,,,
600563,法拉电子,监管关注,关于对厦门建发集团有限公司予以监管关注的决定,一般股东,2014/7/1
,,,,,
600966,博汇纸业,监管关注,关于对山东博汇纸业股份有限公司独立董事赵耀、聂志红、关雪凌予以监管关注的决定,董事,2014/7/1
,,,,,
600259,广晟有色,监管关注,关于对广晟有色金属股份有限公司和董事会秘书李明予以监管关注的决定,上市公司、高级管理人员,2014/6/30
,,,,,
600363,联创光电,监管关注,关于对江西省电子集团有限公司予以监管关注的决定,控股股东及实际控制人,2014/6/30
,,,,,
600247,ST成城,通报批评,关于对吉林成城集团股份有限公司有关责任人予以通报批评的决定,监事,2014/6/27
,,,,,
600966,博汇纸业,通报批评,关于对山东博汇纸业股份有限公司有关责任人予以通报批评的决定,监事,2014/6/27
,,,,,
600247,ST成城,公开谴责,关于对吉林成城集团股份有限公司及有关责任人予以公开谴责的决定,上市公司、董事、高级管理人员,2014/6/27
,,,,,
600966,博汇纸业,公开谴责,关于对山东博汇纸业股份有限公司及有关责任人予以公开谴责的决定,上市公司、董事、高级管理人员,2014/6/27
,,,,,
600829,三精制药,通报批评,关于对哈药集团三精制药股份有限公司及有关责任人予以通报批评的决定,上市公司、高级管理人员、董事,2014/6/20
,,,,,
600540,新赛股份,通报批评,关于对新疆赛里木现代农业股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2014/6/19
,,,,,
600677,航天通信,通报批评,关于对航天通信控股集团股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2014/6/19
,,,,,
600315,上海家化,监管关注,关于对上海家化联合股份有限公司和董事长谢文坚、董事会秘书冯珺予以监管关注的决定,上市公司、董事、高级管理人员,2014/6/13
,,,,,
600633,浙报传媒,公开谴责,关于对浙报传媒集团股份有限公司原控股股东新洲集团有限公司及信息披露义务人傅建中、林海文予以公开谴责的决定,控股股东及实际控制人,2014/6/13
,,,,,
600782,新钢股份,监管关注,关于对新余钢铁股份有限公司和公司总经理王洪、董事会秘书姚红江予以监管关注的决定,上市公司、高级管理人员,2014/6/6
,,,,,
600260,凯乐科技,监管关注,关于对湖北凯乐科技股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2014/6/5
,,,,,
600671,天目药业,通报批评,关于对杭州天目山药业股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2014/5/31
,,,,,
603167,渤海轮渡,监管关注,关于对渤海轮渡股份有限公司董事兼总经理于新建予以监管关注的决定,董事、高级管理人员,2014/5/30
,,,,,
600399,抚顺特钢,监管关注,关于对抚顺特殊钢股份有限公司董事长赵明远等有关责任人予以监管关注的决定,董事,2014/5/30
,,,,,
600696,匹凸匹,监管关注,关于对上海多伦实业股份有限公司股东多伦投资（香港）有限公司予以监管关注的决定,一般股东,2014/5/30
,,,,,
600184,光电股份,监管关注,关于对北方光电股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2014/5/30
,,,,,
600756,浪潮软件,监管关注,关于对浪潮软件股份有限公司和高级管理人员王静莲、申宝伟予以监管关注的决定,上市公司、高级管理人员,2014/5/30
,,,,,
600713,南京医药,通报批评,关于对南京医药股份有限公司时任董事长周耀平和时任总裁何金耿予以通报批评的决定,董事、高级管理人员,2014/5/27
,,,,,
600503,华丽家族,通报批评,关于对华丽家族股份有限公司股东曾志锋、金鑫、狄自中和陈志坚予以通报批评的决定,一般股东,2014/5/27
,,,,,
600247,ST成城,通报批评,关于对吉林成城集团股份有限公司董事长徐才江等予以通报批评的决定,董事、高级管理人员,2014/5/26
,,,,,
600247,ST成城,公开谴责,关于对吉林成城集团股份有限公司和实际控制人、董事成清波等予以公开谴责并公开认定成清波5年内不适合担任上市公司董事、监事和高级管理人员的决定,上市公司、董事、高级管理人员,2014/5/26
,,,,,
600247,ST成城,公开认定,关于对吉林成城集团股份有限公司和实际控制人、董事成清波等予以公开谴责并公开认定成清波5年内不适合担任上市公司董事、监事和高级管理人员的决定,董事,2014/5/26
,,,,,
601890,亚星锚链,监管关注,关于对国信证券股份有限公司保荐代表人唐慧敏、马军予以监管关注的决定,中介机构及其相关人员,2014/5/26
,,,,,
601890,亚星锚链,监管关注,关于对江苏亚星锚链股份有限公司和总经理陶良凤、财务总监王桂琴予以监管关注的决定,上市公司、高级管理人员,2014/5/26
,,,,,
600363,联创光电,监管关注,关于对江西联创光电科技股份有限公司和董事长肖文等予以监管关注的决定,上市公司、董事,2014/5/26
,,,,,
600228,昌九生化,监管关注,关于对江西昌九生物化工股份有限公司和董事长姚伟彪等予以监管关注的决定,上市公司、董事,2014/5/26
,,,,,
600423,柳化股份,监管关注,关于对柳州化工股份有限公司和董事长廖能成等予以监管关注的决定,上市公司、董事,2014/5/26
,,,,,
600713,南京医药,监管关注,关于对南京医药股份有限公司和财务负责人孙剑、董事会秘书蒋晓军予以监管关注的决定,上市公司、高级管理人员,2014/5/26
,,,,,
600146,大元股份,公开谴责,关于对宁夏大元化工股份有限公司实际控制人邓永新予以公开谴责的决定,控股股东及实际控制人,2014/5/23
,,,,,
600071,*ST光学,监管关注,关于对凤凰光学股份有限公司及其间接控股股东、实际控制人予以监管关注的决定,上市公司、控股股东及实际控制人,2014/5/21
,,,,,
600687,刚泰控股,监管关注,关于对甘肃刚泰控股（集团）股份有限公司和董事长徐建刚等予以监管关注的决定,上市公司、董事,2014/5/20
,,,,,
600446,金证股份,监管关注,关于对深圳市金证科技股份有限公司董事长赵剑、董事杜宣及董事徐岷波予以监管关注的决定,上市公司、董事,2014/5/15
,,,,,
600401,*ST海润,监管关注,关于对海润光伏科技股份有限公司和董事长任向东等予以监管关注的决定,上市公司、董事,2014/5/13
,,,,,
600175,美都能源,监管关注,关于对美都控股股份有限公司和董事长闻掌华等予以监管关注的决定,上市公司、董事,2014/5/13
,,,,,
600283,钱江水利,监管关注,关于对钱江水利开发股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2014/5/13
,,,,,
600696,匹凸匹,监管关注,关于对上海多伦实业股份有限公司和董事长鲜言等予以监管关注的决定,上市公司、董事,2014/5/13
,,,,,
600178,东安动力,监管关注,关于对哈尔滨东安汽车动力股份有限公司和董事长邹文超等予以监管关注的决定,上市公司、董事,2014/5/12
,,,,,
600760,中航黑豹,监管关注,关于对中航黑豹股份有限公司和董事会秘书予以监管关注的决定,上市公司、高级管理人员,2014/5/8
,,,,,
600145,*ST国创,公开谴责,关于对贵州国创能源控股（集团）股份有限公司时任董事长兼总经理周剑云和时任财务总监陈剑予以公开谴责并公开认定周剑云在三年内不适合担任上市公司董事、监事和高级管理人员的决定,董事、高级管理人员,2014/5/5
,,,,,
600145,*ST国创,公开认定,关于对贵州国创能源控股（集团）股份有限公司时任董事长兼总经理周剑云和时任财务总监陈剑予以公开谴责并公开认定周剑云在三年内不适合担任上市公司董事、监事和高级管理人员的决定,董事、高级管理人员,2014/5/5
,,,,,
601777,力帆股份,监管关注,关于对力帆实业（集团）股份有限公司和董事长尹明善等予以监管关注的决定,上市公司、董事,2014/5/5
,,,,,
600517,置信电气,监管关注,关于对上海置信电气股份有限公司和董事长悉国富等予以监管关注的决定,上市公司、董事,2014/5/5
,,,,,
600093,禾嘉股份,通报批评,关于对四川禾嘉股份有限公司股东云南兰茂投资管理有限公司予以通报批评的决定,一般股东,2014/4/29
,,,,,
600146,大元股份,通报批评,关于对宁夏大元化工股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2014/4/29
,,,,,
600228,*ST昌九,通报批评,关于对江西昌九化工集团有限公司及其董事长姚伟彪和赣州工业投资集团有限公司及其董事长叶扬焕予以通报批评的决定,控股股东及实际控制人,2014/4/29
,,,,,
600145,*ST国创,通报批评,关于对贵州国创能源控股（集团）股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2014/4/29
,,,,,
600503,华丽家族,监管关注,关于对华丽家族股份有限公司股东上海南江（集团）有限公司和前股东皙哲投资有限公司予以监管关注的决定,一般股东,2014/4/29
,,,,,
600637,东方明珠,监管关注,关于对百视通新媒体股份有限公司收购人上海文化广播影视集团有限公司和划出方上海广播电视台予以监管关注的决定,其他,2014/4/29
,,,,,
601877,正泰电器,监管关注,关于对浙江正泰电器股份有限公司独立董事沈艺峰予以监管关注的决定,董事,2014/4/22
,,,,,
